gwid,State,from,to,group,groupid,Group,umbrell,sqkm,type,region,EPR_id,year,irr_prp,n_clstr,D,TTmen_c,TTmen_r,row_n,Full_ID,n_vntDV,n_vnLAG,count,mn_ngDV,mn_nLAG,rrlP_pr,irrP_pr,cllctv_,tot_pop,incidence_flag,iso2c,GDP_cap,v2x_egaldem,time,lag_M,lag_DM,TTc_M,TTc_DM,TTr_M,TTr_DM,cllctv_M,cllctv_DM,irrP_pr_M,irrP_pr_DM,D_M,D_DM,pop_log,pop_M,pop_DM,lagXcllctv_,MlagXcllctv_,DMlagXcllctv_,lagXirrP_pr,MlagXirrP_pr,DMlagXirrP_pr,lagXD,MlagXD,DMlagXD,TTmen_cXcllctv_,MTTmen_cXcllctv_,DMTTmen_cXcllctv_,TTmen_cXirrP_pr,MTTmen_cXirrP_pr,DMTTmen_cXirrP_pr,Robu_TTmen_cXirrP_pr,Robu_MTTmen_cXirrP_pr,Robu_DMTTmen_cXirrP_pr,TTmen_cXD,MTTmen_cXD,DMTTmen_cXD,log_vntDV
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2000,0.009462675682868,1,0,1.0745184936283858,0.3490850663374095,1,1-1,0,0,1,0,4.5,0.305795180963039,9.5395666443017,-0.748216599857196,473474.01870532194,0,GW,-1.1327519680795815,0.229,0,0.8529411764705882,3.6470588235294117,0.8581265816719865,0.21639191195639929,0.3244916765452607,0.024593389792148812,-0.748216599857196,0,7.824111569055612,1.7154550752460889,0,0,13.06785231936432,13.268504922572316,-0.20065260320799538,-3.366974699357382,-0.6381847469370201,-2.728789952420362,6.25636556854456,1.3477340007672562,4.908631567777303,0,0,0,-0.8039725737863069,-0.6420645531856921,-0.16190802060061482,0.37121060360781,0.065854247322374,0.305356356285436,10.25044078050266,6.779932362696309,3.47050841780635,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2001,0.009827883060723,1,0,1.073502539362464,0.34855243155352283,214,1-214,0,0,1,0,8.5,0.306021298295816,9.5565174848743,-0.748216599857196,484663.1146678497,0,GW,-1.0029830458728923,0.235,1,0.8529411764705882,7.647058823529412,0.8581265816719865,0.21537595769047746,0.3244916765452607,0.024060755008262158,-0.748216599857196,0,7.824111569055612,1.7324059158186884,0,0,13.091209319634796,13.268504922572316,-0.17729560293751945,-6.359841098786166,-0.6381847469370201,-5.721656351849147,13.247809944495852,1.3477340007672562,11.900075943728597,0,0,0,-0.8032124199398485,-0.6420645531856921,-0.16114786675415638,0.3731185832280987,0.065854247322374,0.3072643359057247,10.25894578747435,6.779932362696309,3.4790134247780404,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2002,0.009915300191439,1,0,1.0674757234003698,0.3403708431096009,428,1-428,0,0,1,0,0.75,0.306394158902231,8.8597457406566,-0.748216599857196,498036.6134280418,0,GW,-1.0975457600182283,0.236,2,0.8529411764705882,-0.1029411764705882,0.8581265816719865,0.20934914172838326,0.3244916765452607,0.01587916656434024,-0.748216599857196,0,7.824111569055612,1.0356341716009876,0,0,13.1184288742441,13.268504922572316,-0.15007604832821464,-0.561162449892897,-0.6381847469370201,0.07702229704412311,-0.10660940001774868,1.3477340007672562,-1.454343400785005,-0,0,-0,-0.7987030561927253,-0.6420645531856921,-0.1566385030070332,0.21680912496925195,0.065854247322374,0.15095487764687796,9.457563493650749,6.779932362696309,2.67763113095444,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2003,0.010178083160788,1,0,1.0046603150360804,0.34132086415934115,640,1-640,0,0,1,0,0,0.290639849332955,7.4817228539554,-0.748216599857196,510653.5491656836,0,GW,-1.083409676829087,0.2,3,0.8529411764705882,-0.8529411764705882,0.8581265816719865,0.14653373336409392,0.3244916765452607,0.016829187614080476,-0.748216599857196,0,7.824111569055612,-0.3423887151002116,0,0,13.143446653272278,13.268504922572316,-0.1250582693000375,-0,-0.6381847469370201,0.6381847469370201,0.29203743346782757,1.3477340007672562,-1.0556965672994287,-0,0,-0,-0.7517035249277555,-0.6420645531856921,-0.10963897174206338,-0.050171496685369125,0.065854247322374,-0.11602574400774313,7.516590039467475,6.779932362696309,0.7366576767711663,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2004,0.010392462949723,1,0,0.9961273953258698,0.2498457912886472,853,1-853,0,0,1,0,0,0.285444208418441,7.722529633640001,-0.748216599857196,520867.46508293215,0,GW,-0.9068651963798584,0.213,4,0.8529411764705882,-0.8529411764705882,0.8581265816719865,0.13800081365388328,0.3244916765452607,-0.07464588525661348,-0.748216599857196,0,7.824111569055612,-0.10158193541561111,0,0,13.163250902736623,13.268504922572316,-0.1052540198356926,-0,-0.6381847469370201,0.6381847469370201,0.08664341550155065,1.3477340007672562,-1.2610905852657055,-0,0,-0,-0.7453190527553273,-0.6420645531856921,-0.10325449956963517,-0.014018389739890556,0.065854247322374,-0.07987263706226455,7.6926233292846575,6.779932362696309,0.9126909665883485,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2005,0.010352774581541,1,0,0.9863508056097773,0.23822406412876207,1067,1-1067,0,0,1,0,0,0.267254374039445,7.1946594159448995,-0.748216599857196,535267.5307798615,0,GW,-0.611464504675308,0.245,5,0.8529411764705882,-0.8529411764705882,0.8581265816719865,0.12822422393779076,0.3244916765452607,-0.0862676124164986,-0.748216599857196,0,7.824111569055612,-0.6294521531107122,0,0,13.190521958423492,13.268504922572316,-0.07798296414882344,-0,-0.6381847469370201,0.6381847469370201,0.5368856600061958,1.3477340007672562,-0.8108483407610605,-0,0,-0,-0.7380040460397537,-0.6420645531856921,-0.09593949285406156,-0.08071101383859253,0.065854247322374,-0.14656526116096652,7.096458111005221,6.779932362696309,0.3165257483089121,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2006,0.010313053531207,1,0,0.9812693364624635,0.23392921626481408,1280,1-1280,0,0,1,0,0.5,0.267771291137253,7.4284575035517,-0.748216599857196,545700.3804787695,0,GW,-0.42820809164649076,0.244,6,0.8529411764705882,-0.3529411764705882,0.8581265816719865,0.12314275479047698,0.3244916765452607,-0.0905624602804466,-0.748216599857196,0,7.824111569055612,-0.395654065503912,0,0,13.209825350404737,13.268504922572316,-0.0586795721675788,-0.374108299928598,-0.6381847469370201,0.2640764470084221,0.13964261135432188,1.3477340007672562,-1.2080913894129344,-0,0,-0,-0.7342020064720713,-0.6420645531856921,-0.09213745328637923,-0.048721931570203554,0.065854247322374,-0.11457617889257754,7.289317565449784,6.779932362696309,0.5093852027534753,0,0,0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2007,0.010493193932604,1,0,0.7771192923792006,0.23690371115853534,1493,1-1493,0,0,1,0,0,0.265794402136966,7.0641371866182,-0.748216599857196,564519.0100530178,0,GW,-0.20545640233425844,0.244,7,0.8529411764705882,-0.8529411764705882,0.8581265816719865,-0.08100728929278589,0.3244916765452607,-0.08758796538672534,-0.748216599857196,0,7.824111569055612,-0.7599743824374121,0,0,13.243729337918062,13.268504922572316,-0.02477558465425389,-0,-0.6381847469370201,0.6381847469370201,0.648213443843675,1.3477340007672562,-0.6995205569235813,-0,0,-0,-0.5814535546273957,-0.6420645531856921,0.060610998558296436,0.061563464653213745,0.065854247322374,-0.004290782669160248,5.489677291734332,6.779932362696309,-1.290255070961977,-0,0,-0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2008,0.010751151469803,1,0,0.7682569284155368,0.4343404911341058,1707,1-1707,0,0,1,0,0,0.258667635288546,7.0697380360719,-0.748216599857196,578595.7441678896,0,GW,-0.03360848815010958,0.225,8,0.8529411764705882,-0.8529411764705882,0.8581265816719865,-0.08986965325644969,0.3244916765452607,0.1098488145888451,-0.748216599857196,0,7.824111569055612,-0.7543735329837116,0,0,13.268359316101147,13.268504922572316,-1.4560647116823588e-4,-0,-0.6381847469370201,0.6381847469370201,0.643436248721401,1.3477340007672562,-0.7042977520458552,-0,0,-0,-0.5748225867958062,-0.6420645531856921,0.06724196638988589,0.06779528783508908,0.065854247322374,0.0019410405127150837,5.431375228295088,6.779932362696309,-1.3485571344012213,-0,0,-0,0
404,Guinea-Bissau,1975,2021,Balanta,1000,40401000,NA,11716,Regionally based,Sub-Saharan Africa,1,2009,0.011019285601828,1,0,0.7603164431847672,0.4180129401242728,1922,1-1922,0,0,1,0,0,0.262231749263138,7.366777981068901,-0.748216599857196,594556.2785575886,0,GW,0.0635839074872199,0.247,9,0.8529411764705882,-0.8529411764705882,0.8581265816719865,-0.09781013848721931,0.3244916765452607,0.09352126357901214,-0.748216599857196,0,7.824111569055612,-0.4573335879867111,0,0,13.295570655994288,13.268504922572316,0.027065733421972382,-0,-0.6381847469370201,0.6381847469370201,0.3900786485769006,1.3477340007672562,-0.9576553521903557,-0,0,-0,-0.5688813839352235,-0.6420645531856921,0.07318316925046864,0.04473186157583711,0.065854247322374,-0.02112238574653688,5.601082432298167,6.779932362696309,-1.1788499303981421,-0,0,-0,0
